,exp_stage,history,rating,rt,stim_file,stim_index,subjid,stim_acc,stim_freq,reg_rating,stim_repetition,labeled_value,community,structure_coefficient
19,value_rating,"[(None, 0.0), (1.6, 2.025), (1.6, 2.815)]",1.6,2.815,images/1.png,8,PK,0.857142857143,87,-1.75530002712,2,1.08503847794,1,0.0116085034393
20,value_rating,"[(None, 0.0), (5.5, 3.065), (3.6, 3.806), (3.6, 4.662)]",3.6,4.662,images/5.png,5,PK,0.850746268657,83,0.178284927455,2,4.66775983763,2,0.0116085034393
0,value_rating,"[(None, 0.0), (0.1, 12.752), (0.1, 14.825)]",0.1,14.825,images/4.png,8,WC,0.880434782609,117,-0.232064778285,0,1.08503847794,1,-0.0426630968591
1,value_rating,"[(None, 0.0), (0.5, 3.711), (0.5, 4.527)]",0.5,4.528,images/8.png,9,WC,0.955555555556,115,0.210208580901,0,1.11560484841,1,-0.0426630968591
2,value_rating,"[(None, 0.0), (0.3, 2.256), (0.3, 3.044)]",0.3,3.044,images/3.png,5,WC,0.764705882353,46,-0.0971898984984,0,4.66775983763,2,-0.0426630968591
3,value_rating,"[(None, 0.0), (0.4, 2.845), (0.4, 3.766)]",0.4,3.766,images/2.png,2,WC,0.65,71,-0.0617393270413,0,9.90846454017,0,-0.0426630968591
4,value_rating,"[(None, 0.0), (1.1, 1.161), (1.1, 1.995)]",1.1,1.995,images/1.png,3,WC,0.819444444444,84,0.733613603727,0,9.72714822428,0,-0.0426630968591
5,value_rating,"[(None, 0.0), (0.0, 1.546), (0.3, 2.093), (0.6, 2.414), (0.6, 3.749)]",0.6,3.749,images/10.png,10,WC,0.952380952381,105,0.30842210913,0,3.11548605754,1,-0.0426630968591
6,value_rating,"[(None, 0.0), (0.8, 0.954), (0.8, 1.597)]",0.8,1.597,images/6.png,4,WC,0.828571428571,90,0.438749710068,0,8.86296143461,0,-0.0426630968591
7,value_rating,"[(None, 0.0), (1.1, 1.395), (1.0, 1.821), (0.9, 2.136), (0.7, 2.566), (0.7, 3.059)]",0.7,3.059,images/2.png,2,WC,0.65,71,0.238260672959,1,9.90846454017,0,-0.0426630968591
8,value_rating,"[(None, 0.0), (0.3, 1.583), (0.3, 2.247)]",0.3,2.247,images/4.png,8,WC,0.880434782609,117,-0.032064778285,1,1.08503847794,1,-0.0426630968591
9,value_rating,"[(None, 0.0), (1.1, 1.295), (1.1, 2.26)]",1.1,2.26,images/1.png,3,WC,0.819444444444,84,0.733613603727,1,9.72714822428,0,-0.0426630968591
10,value_rating,"[(None, 0.0), (0.6, 2.42), (0.6, 3.128)]",0.6,3.128,images/8.png,9,WC,0.955555555556,115,0.310208580901,1,1.11560484841,1,-0.0426630968591
11,value_rating,"[(None, 0.0), (0.3, 1.174), (0.1, 1.505), (0.1, 2.294)]",0.1,2.295,images/6.png,4,WC,0.828571428571,90,-0.261250289932,1,8.86296143461,0,-0.0426630968591
12,value_rating,"[(None, 0.0), (0.3, 1.905), (0.3, 2.674)]",0.3,2.674,images/3.png,5,WC,0.764705882353,46,-0.0971898984984,1,4.66775983763,2,-0.0426630968591
13,value_rating,"[(None, 0.0), (0.1, 1.583), (0.1, 2.5)]",0.1,2.5,images/10.png,10,WC,0.952380952381,105,-0.19157789087,1,3.11548605754,1,-0.0426630968591
14,value_rating,"[(None, 0.0), (0.0, 1.645), (0.0, 2.615)]",0.0,2.615,images/8.png,9,WC,0.955555555556,115,-0.289791419099,2,1.11560484841,1,-0.0426630968591
15,value_rating,"[(None, 0.0), (0.1, 1.186), (0.0, 1.531), (0.0, 2.434)]",0.0,2.434,images/10.png,10,WC,0.952380952381,105,-0.29157789087,2,3.11548605754,1,-0.0426630968591
16,value_rating,"[(None, 0.0), (0.4, 1.309), (0.3, 1.438), (0.3, 2.331)]",0.3,2.331,images/2.png,2,WC,0.65,71,-0.161739327041,2,9.90846454017,0,-0.0426630968591
17,value_rating,"[(None, 0.0), (0.0, 1.532), (0.0, 2.613)]",0.0,2.613,images/4.png,8,WC,0.880434782609,117,-0.332064778285,2,1.08503847794,1,-0.0426630968591
18,value_rating,"[(None, 0.0), (0.0, 1.313), (0.0, 2.113)]",0.0,2.113,images/3.png,5,WC,0.764705882353,46,-0.397189898498,2,4.66775983763,2,-0.0426630968591
19,value_rating,"[(None, 0.0), (0.1, 1.3), (0.0, 1.407), (0.0, 2.148)]",0.0,2.148,images/6.png,4,WC,0.828571428571,90,-0.361250289932,2,8.86296143461,0,-0.0426630968591
20,value_rating,"[(None, 0.0), (0.2, 1.245), (0.2, 2.114)]",0.2,2.114,images/1.png,3,WC,0.819444444444,84,-0.166386396273,2,9.72714822428,0,-0.0426630968591
0,value_rating,"[(None, 0.0), (7.0, 11.247), (7.0, 12.368)]",7.0,12.368,images/8.png,8,WSL,1.0,96,0.409105714531,0,1.08503847794,1,0.0679189491149
1,value_rating,"[(None, 0.0), (6.9, 11.576), (6.8, 12.349), (6.7, 12.382), (6.6, 12.415), (6.5, 12.431), (6.4, 12.449), (6.3, 12.467), (6.2, 12.497), (6.1, 12.517), (6.0, 12.55), (5.9, 12.581), (6.0, 15.979), (6.1, 16.195), (6.2, 16.561), (6.3, 16.628), (6.4, 16.71), (6.4, 18.543)]",6.4,18.543,images/2.png,4,WSL,0.985915492958,91,0.826470455072,0,8.86296143461,0,0.0679189491149
2,value_rating,"[(None, 0.0), (2.7, 4.304), (2.7, 6.459)]",2.7,6.459,images/6.png,10,WSL,1.0,78,-3.89089428547,0,3.11548605754,1,0.0679189491149
3,value_rating,"[(None, 0.0), (8.1, 8.334), (8.0, 9.672), (8.0, 10.788)]",8.0,10.788,images/7.png,9,WSL,0.986111111111,91,2.41234038923,0,1.11560484841,1,0.0679189491149
4,value_rating,"[(None, 0.0), (6.4, 30.884), (6.4, 32.757)]",6.4,32.757,images/9.png,2,WSL,1.0,96,-0.190894285469,0,9.90846454017,0,0.0679189491149
5,value_rating,"[(None, 0.0), (1.9, 2.39), (2.0, 3.963), (2.0, 5.261)]",2.0,5.261,images/11.png,5,WSL,0.941176470588,49,-0.341900369094,0,4.66775983763,2,0.0679189491149
6,value_rating,"[(None, 0.0), (8.4, 13.48), (8.4, 14.269)]",8.4,14.269,images/10.png,3,WSL,1.0,101,1.80910571453,0,9.72714822428,0,0.0679189491149
7,value_rating,"[(None, 0.0), (7.5, 8.336), (7.4, 9.757), (7.3, 9.808), (7.2, 9.874), (7.1, 9.924), (7.0, 10.374), (6.9, 10.423), (6.9, 11.723)]",6.9,11.723,images/7.png,9,WSL,0.986111111111,91,1.31234038923,1,1.11560484841,1,0.0679189491149
8,value_rating,"[(None, 0.0), (1.8, 6.236), (1.7, 7.889), (1.6, 7.973), (1.5, 8.006), (1.6, 8.805), (1.7, 9.372), (1.7, 11.071)]",1.7,11.071,images/11.png,5,WSL,0.941176470588,49,-0.641900369094,1,4.66775983763,2,0.0679189491149
9,value_rating,"[(None, 0.0), (5.2, 3.672), (5.1, 4.461), (5.0, 4.944), (5.1, 5.56), (5.2, 5.593), (5.1, 6.243), (5.0, 6.277), (5.0, 7.41)]",5.0,7.41,images/2.png,4,WSL,0.985915492958,91,-0.573529544928,1,8.86296143461,0,0.0679189491149
10,value_rating,"[(None, 0.0), (8.0, 2.289), (8.1, 3.178), (8.2, 3.594), (8.2, 4.96)]",8.2,4.96,images/8.png,8,WSL,1.0,96,1.60910571453,1,1.08503847794,1,0.0679189491149
11,value_rating,"[(None, 0.0), (8.0, 9.215), (7.9, 10.337), (7.8, 10.388), (7.7, 10.437), (7.6, 10.471), (7.5, 10.505), (7.4, 10.521), (7.3, 10.921), (7.2, 10.969), (7.1, 10.985), (7.0, 11.035), (7.1, 11.37), (7.2, 11.387), (7.3, 11.437), (7.3, 12.304)]",7.3,12.304,images/9.png,2,WSL,1.0,96,0.709105714531,1,9.90846454017,0,0.0679189491149
12,value_rating,"[(None, 0.0), (7.6, 2.967), (7.5, 2.987), (7.5, 3.689)]",7.5,3.689,images/10.png,3,WSL,1.0,101,0.909105714531,1,9.72714822428,0,0.0679189491149
13,value_rating,"[(None, 0.0), (1.8, 1.306), (1.6, 2.944), (1.7, 2.977), (1.8, 3.076), (1.9, 3.125), (1.9, 4.276)]",1.9,4.277,images/6.png,10,WSL,1.0,78,-4.69089428547,1,3.11548605754,1,0.0679189491149
14,value_rating,"[(None, 0.0), (1.9, 5.988), (1.9, 7.842)]",1.9,7.842,images/6.png,10,WSL,1.0,78,-4.69089428547,2,3.11548605754,1,0.0679189491149
15,value_rating,"[(None, 0.0), (2.0, 3.271), (2.0, 4.227)]",2.0,4.227,images/11.png,5,WSL,0.941176470588,49,-0.341900369094,2,4.66775983763,2,0.0679189491149
16,value_rating,"[(None, 0.0), (7.6, 6.489), (7.6, 8.163)]",7.6,8.163,images/7.png,9,WSL,0.986111111111,91,2.01234038923,2,1.11560484841,1,0.0679189491149
17,value_rating,"[(None, 0.0), (5.2, 2.254), (5.2, 3.929)]",5.2,3.93,images/2.png,4,WSL,0.985915492958,91,-0.373529544928,2,8.86296143461,0,0.0679189491149
18,value_rating,"[(None, 0.0), (8.5, 3.073), (8.5, 4.062)]",8.5,4.062,images/8.png,8,WSL,1.0,96,1.90910571453,2,1.08503847794,1,0.0679189491149
19,value_rating,"[(None, 0.0), (8.0, 1.958), (8.0, 2.849)]",8.0,2.849,images/10.png,3,WSL,1.0,101,1.40910571453,2,9.72714822428,0,0.0679189491149
20,value_rating,"[(None, 0.0), (7.0, 3.19), (7.0, 3.864)]",7.0,3.864,images/9.png,2,WSL,1.0,96,0.409105714531,2,9.90846454017,0,0.0679189491149
0,value_rating,"[(None, 0.0), (2.9, 14.383), (2.9, 15.639)]",2.9,15.639,images/6.png,3,XXG,0.876543209877,92,-0.788408280647,0,9.72714822428,0,-0.0111331839196
1,value_rating,"[(None, 0.0), (2.0, 16.212), (2.0, 17.228)]",2.0,17.228,images/7.png,10,XXG,0.941176470588,88,-1.70017499302,0,3.11548605754,1,-0.0111331839196
2,value_rating,"[(None, 0.0), (2.5, 6.704), (2.5, 7.502)]",2.5,7.502,images/2.png,9,XXG,0.803921568627,70,-1.17518725551,0,1.11560484841,1,-0.0111331839196
3,value_rating,"[(None, 0.0), (4.0, 3.404), (4.0, 10.88)]",4.0,10.88,images/10.png,4,XXG,0.975609756098,101,0.293556306287,0,8.86296143461,0,-0.0111331839196
4,value_rating,"[(None, 0.0), (3.0, 12.26), (3.0, 12.991)]",3.0,12.991,images/11.png,8,XXG,0.904109589041,95,-0.6934268369,0,1.08503847794,1,-0.0111331839196
5,value_rating,"[(None, 0.0), (5.0, 11.291), (5.0, 12.142)]",5.0,12.142,images/1.png,2,XXG,0.9,112,1.30732132823,0,9.90846454017,0,-0.0111331839196
6,value_rating,"[(None, 0.0), (3.5, 10.056), (4.5, 13.033), (4.5, 13.641)]",4.5,13.641,images/5.png,5,XXG,0.813953488372,56,0.822986398223,0,4.66775983763,2,-0.0111331839196
7,value_rating,"[(None, 0.0), (2.9, 5.335), (2.9, 5.968)]",2.9,5.968,images/1.png,2,XXG,0.9,112,-0.792678671765,1,9.90846454017,0,-0.0111331839196
8,value_rating,"[(None, 0.0), (4.5, 6.191), (4.5, 6.958)]",4.5,6.958,images/6.png,3,XXG,0.876543209877,92,0.811591719353,1,9.72714822428,0,-0.0111331839196
9,value_rating,"[(None, 0.0), (5.6, 2.461), (5.6, 3.277)]",5.6,3.277,images/5.png,5,XXG,0.813953488372,56,1.92298639822,1,4.66775983763,2,-0.0111331839196
10,value_rating,"[(None, 0.0), (4.4, 10.245), (4.4, 10.845)]",4.4,10.845,images/10.png,4,XXG,0.975609756098,101,0.693556306287,1,8.86296143461,0,-0.0111331839196
11,value_rating,"[(None, 0.0), (2.5, 3.227), (2.5, 3.89)]",2.5,3.89,images/2.png,9,XXG,0.803921568627,70,-1.17518725551,1,1.11560484841,1,-0.0111331839196
12,value_rating,"[(None, 0.0), (3.5, 3.151), (3.5, 8.024)]",3.5,8.024,images/11.png,8,XXG,0.904109589041,95,-0.1934268369,1,1.08503847794,1,-0.0111331839196
13,value_rating,"[(None, 0.0), (2.4, 3.808), (2.4, 4.657)]",2.4,4.657,images/7.png,10,XXG,0.941176470588,88,-1.30017499302,1,3.11548605754,1,-0.0111331839196
14,value_rating,"[(None, 0.0), (3.5, 3.333), (3.5, 4.752)]",3.5,4.752,images/11.png,8,XXG,0.904109589041,95,-0.1934268369,2,1.08503847794,1,-0.0111331839196
15,value_rating,"[(None, 0.0), (2.5, 5.485), (2.5, 6.237)]",2.5,6.237,images/2.png,9,XXG,0.803921568627,70,-1.17518725551,2,1.11560484841,1,-0.0111331839196
16,value_rating,"[(None, 0.0), (4.5, 2.109), (4.5, 2.711)]",4.5,2.711,images/7.png,10,XXG,0.941176470588,88,0.799825006984,2,3.11548605754,1,-0.0111331839196
17,value_rating,"[(None, 0.0), (4.0, 4.611), (4.0, 5.224)]",4.0,5.224,images/1.png,2,XXG,0.9,112,0.307321328235,2,9.90846454017,0,-0.0111331839196
18,value_rating,"[(None, 0.0), (5.4, 4.025), (5.4, 4.727)]",5.4,4.728,images/5.png,5,XXG,0.813953488372,56,1.72298639822,2,4.66775983763,2,-0.0111331839196
19,value_rating,"[(None, 0.0), (3.5, 2.817), (3.4, 2.846), (3.4, 3.619)]",3.4,3.619,images/6.png,3,XXG,0.876543209877,92,-0.288408280647,2,9.72714822428,0,-0.0111331839196
20,value_rating,"[(None, 0.0), (4.5, 3.467), (4.5, 4.267)]",4.5,4.268,images/10.png,4,XXG,0.975609756098,101,0.793556306287,2,8.86296143461,0,-0.0111331839196
0,value_rating,"[(None, 0.0), (2.2, 7.84), (2.2, 9.227)]",2.2,9.227,images/6.png,4,ZG,0.841463414634,110,0.512064057939,0,8.86296143461,0,-0.0143353363517
1,value_rating,"[(None, 0.0), (2.5, 2.764), (2.5, 5.0)]",2.5,5.0,images/9.png,5,ZG,0.815789473684,50,0.958773504085,0,4.66775983763,2,-0.0143353363517
2,value_rating,"[(None, 0.0), (3.3, 3.92), (3.6, 4.391), (3.7, 4.458), (3.7, 5.523)]",3.7,5.523,images/7.png,3,ZG,0.809523809524,109,2.19457759511,0,9.72714822428,0,-0.0143353363517
3,value_rating,"[(None, 0.0), (0.6, 2.284), (0.5, 2.354), (0.5, 3.389)]",0.5,3.389,images/2.png,2,ZG,0.818181818182,100,-1.05489714885,0,9.90846454017,0,-0.0143353363517
4,value_rating,"[(None, 0.0), (1.2, 2.537), (1.1, 2.557), (1.1, 3.291)]",1.1,3.291,images/4.png,8,ZG,0.75,88,-0.0652835401645,0,1.08503847794,1,-0.0143353363517
5,value_rating,"[(None, 0.0), (1.4, 0.933), (1.4, 1.788)]",1.4,1.788,images/3.png,9,ZG,0.764705882353,83,0.15068215208,0,1.11560484841,1,-0.0143353363517
6,value_rating,"[(None, 0.0), (0.4, 1.789), (0.3, 1.828), (0.3, 2.908)]",0.3,2.908,images/10.png,10,ZG,0.761194029851,79,-0.929249953531,0,3.11548605754,1,-0.0143353363517
7,value_rating,"[(None, 0.0), (1.4, 1.299), (1.4, 2.219)]",1.4,2.219,images/4.png,8,ZG,0.75,88,0.234716459835,1,1.08503847794,1,-0.0143353363517
8,value_rating,"[(None, 0.0), (1.2, 2.583), (1.2, 4.136)]",1.2,4.136,images/3.png,9,ZG,0.764705882353,83,-0.0493178479204,1,1.11560484841,1,-0.0143353363517
9,value_rating,"[(None, 0.0), (1.9, 1.616), (1.9, 2.535)]",1.9,2.535,images/7.png,3,ZG,0.809523809524,109,0.394577595109,1,9.72714822428,0,-0.0143353363517
10,value_rating,"[(None, 0.0), (2.2, 2.033), (2.2, 3.387)]",2.2,3.387,images/10.png,10,ZG,0.761194029851,79,0.970750046469,1,3.11548605754,1,-0.0143353363517
11,value_rating,"[(None, 0.0), (1.7, 2.949), (1.7, 3.735)]",1.7,3.735,images/9.png,5,ZG,0.815789473684,50,0.158773504085,1,4.66775983763,2,-0.0143353363517
12,value_rating,"[(None, 0.0), (1.3, 1.034), (1.3, 1.738)]",1.3,1.738,images/2.png,2,ZG,0.818181818182,100,-0.254897148851,1,9.90846454017,0,-0.0143353363517
13,value_rating,"[(None, 0.0), (1.2, 1.35), (1.2, 2.039)]",1.2,2.039,images/6.png,4,ZG,0.841463414634,110,-0.487935942061,1,8.86296143461,0,-0.0143353363517
14,value_rating,"[(None, 0.0), (1.3, 2.867), (1.3, 4.003)]",1.3,4.003,images/9.png,5,ZG,0.815789473684,50,-0.241226495915,2,4.66775983763,2,-0.0143353363517
15,value_rating,"[(None, 0.0), (1.3, 1.35), (1.2, 1.42), (1.2, 2.939)]",1.2,2.939,images/3.png,9,ZG,0.764705882353,83,-0.0493178479204,2,1.11560484841,1,-0.0143353363517
16,value_rating,"[(None, 0.0), (1.2, 1.611), (1.2, 5.513)]",1.2,5.513,images/6.png,4,ZG,0.841463414634,110,-0.487935942061,2,8.86296143461,0,-0.0143353363517
17,value_rating,"[(None, 0.0), (1.2, 1.551), (1.2, 2.121)]",1.2,2.121,images/7.png,3,ZG,0.809523809524,109,-0.305422404891,2,9.72714822428,0,-0.0143353363517
18,value_rating,"[(None, 0.0), (0.7, 2.131), (0.7, 2.902)]",0.7,2.902,images/2.png,2,ZG,0.818181818182,100,-0.854897148851,2,9.90846454017,0,-0.0143353363517
19,value_rating,"[(None, 0.0), (0.8, 1.515), (0.8, 2.387)]",0.8,2.387,images/10.png,10,ZG,0.761194029851,79,-0.429249953531,2,3.11548605754,1,-0.0143353363517
20,value_rating,"[(None, 0.0), (0.8, 1.139), (0.8, 1.892)]",0.8,1.892,images/4.png,8,ZG,0.75,88,-0.365283540165,2,1.08503847794,1,-0.0143353363517
